Id,Height,width,depth
1,153.91666666666666,613.3333333333334,3.312025146484375
2,98.35714285714286,192.96428571428572,1.303638504573277
3,36.285714285714285,118.85714285714286,1.3094661331176758
5,43.5625,203.5,1.3238810634613036
6,72.55,478.05,4.484217376708985
7,24.866666666666667,88.46666666666667,1.6675772501627604
8,22.0,118.0,1.5129052734375
9,25.333333333333332,126.0,1.2010923767089843
